Date,Prediction
2018-08-14,1151.741
2018-08-15,2941.7004
2018-08-16,1540.8048
2018-08-17,3892.1663
2018-08-18,3510.4927
2018-08-19,3732.6196
2018-08-20,5882.5684
2018-08-21,2024.2316
2018-08-22,2004.6926
2018-08-23,5357.8945
2018-08-24,4370.173
2018-08-25,4190.487
2018-08-26,3605.095
2018-08-27,3900.883
2018-08-28,2049.4438
2018-08-29,516.09814
2018-08-31,1788.8065
2018-09-01,2328.5415
2018-09-02,4134.921
2018-09-03,1787.006
2018-09-04,5427.197
2018-09-05,2089.1372
2018-09-07,6174.0225
2018-09-08,3701.4573
2018-09-09,4156.8525
2018-09-10,2456.6394
2018-09-11,3035.891
2018-09-12,2909.3547
2018-09-13,1530.9302
2018-09-14,2731.0535
2018-09-15,5721.5757
2018-09-16,4482.695
2018-09-17,6391.0312
2018-09-18,2790.279
2018-09-19,3130.0298
2018-09-20,5099.8477
2018-09-21,3840.763
2018-09-22,4005.405
2018-09-23,5230.888
2018-09-24,5532.009
2018-09-25,2885.154
2018-09-26,4269.184
2018-09-28,3139.6013
2018-09-29,3608.1062
2018-09-30,1069.2356
2018-10-01,3490.978
2018-10-02,2646.981
2018-10-03,2810.1914
2018-10-04,2204.3887
2018-10-05,3405.9197
2018-10-06,2368.2175
2018-10-07,3945.3457
2018-10-08,3403.8386
2018-10-09,2135.5034
2018-10-10,2565.6694
2018-10-12,2771.5542
2018-10-13,4013.49
2018-10-14,4102.223
2018-10-15,2907.7622
2018-10-16,3439.2773
2018-10-17,3801.1094
2018-10-19,4005.8835
2018-10-20,3644.4126
2018-10-21,2501.0518
2018-10-22,3800.8174
2018-10-23,3850.997
2018-10-24,6950.952
2018-10-26,4536.6777
2018-10-27,3462.5627
2018-10-28,2474.0977
2018-10-29,5437.33
2018-10-30,1469.8977
2018-10-31,2541.8271
2018-11-01,2076.7588
2018-11-02,3541.9326
2018-11-03,3111.1711
2018-11-04,3759.1116
2018-11-05,4173.4287
2018-11-06,11171.649
2018-11-07,2249.8303
2018-11-08,4830.0425
2018-11-09,6048.359
2018-11-10,6099.9375
2018-11-11,2827.7104
2018-11-12,3359.404
2018-11-13,4051.8777
2018-11-14,1100.7041
2018-11-15,1283.3771
2018-11-16,3330.607
2018-11-17,4903.5093
2018-11-18,2722.0608
2018-11-19,5251.718
2018-11-20,4877.613
2018-11-21,5466.3374
2018-11-22,2901.1184
2018-11-23,6086.7964
2018-11-24,4308.8335
2018-11-25,4107.895
2018-11-26,2899.0156
2018-11-27,1647.3651
2018-11-28,5546.663
2018-11-29,1246.552
2018-11-30,3411.6497
2018-12-01,4908.6816
2018-12-02,5375.6816
2018-12-03,5349.468
2018-12-04,5616.8345
2018-12-05,5818.5254
2018-12-06,4085.0112
2018-12-07,4586.15
2018-12-08,6416.5137
2018-12-09,3623.4731
2018-12-10,1529.3236
2018-12-11,675.60626
2018-12-13,3025.0159
2018-12-14,4802.914
2018-12-15,2702.4536
2018-12-16,1790.7224
2018-12-17,1921.2294
2018-12-18,1670.065
2018-12-19,794.9607
2018-12-20,1105.7096
2018-12-21,2039.8071
2018-12-22,2830.2527
2018-12-23,4099.0664
2018-12-24,3528.7705
2018-12-25,2976.9756
2018-12-26,2049.0872
2018-12-27,1818.7509
2018-12-28,2137.526
2018-12-29,1754.9135
2018-12-30,1581.1735
